issue,year,n,prop,prop_lib,prop_cons
polhitok,1984,1429,0.28971308607417773,0.30120481927710846,0.2434077079107505
polmurdr,1984,1430,0.9097902097902097,0.9186746987951807,0.9044715447154471
pornlaw,1984,1446,0.042185338865836794,0.047619047619047616,0.03792415169660679
racmar,1984,1383,0.749819233550253,0.8374233128834356,0.7172557172557172
racopen,1984,1416,0.5324858757062146,0.6422018348623854,0.43434343434343436
racpush,1984,1431,0.43186582809224316,0.5359281437125748,0.4069529652351738
racseg,1984,1435,0.7477351916376307,0.7970149253731343,0.725609756097561
spkath,1984,1461,0.6858316221765913,0.7640117994100295,0.676
spkcom,1984,1432,0.6075418994413407,0.6756756756756757,0.5955734406438632
spkhomo,1984,1416,0.7062146892655368,0.7604790419161677,0.6942148760330579
spkmil,1984,1445,0.5785467128027681,0.6489675516224189,0.5584677419354839
spkrac,1984,1438,0.5869262865090403,0.6328358208955224,0.5898989898989899
xmarsex,1984,1449,0.11180124223602485,0.17857142857142858,0.07615230460921844
abany,1985,1481,0.36934503713706957,0.5152354570637119,0.30724070450097846
abdefect,1985,1486,0.7853297442799462,0.8453038674033149,0.7411764705882353
abhlth,1985,1491,0.8933601609657947,0.9338842975206612,0.865234375
abnomore,1985,1488,0.4032258064516129,0.554945054945055,0.3391812865497076
abpoor,1985,1488,0.4368279569892473,0.5678670360110804,0.3723196881091618
abrape,1985,1474,0.8120759837177748,0.8743016759776536,0.7901960784313725
absingle,1985,1486,0.41184387617765816,0.5290858725761773,0.3638132295719844
busing,1985,1479,0.22718052738336714,0.3389355742296919,0.1556420233463035
cappun,1985,1451,0.20468642315644384,0.2910662824207493,0.15520628683693516
colath,1985,1485,0.468013468013468,0.6049723756906077,0.42003853564547206
colcom,1985,1460,0.4636986301369863,0.6011396011396012,0.39341085271317827
colhomo,1985,1483,0.5974376264329063,0.7277777777777777,0.5135658914728682
colmil,1985,1479,0.41108857336037863,0.5388888888888889,0.3359223300970874
colrac,1985,1479,0.4354293441514537,0.5378151260504201,0.3984375
fefam,1985,1502,0.5159786950732357,0.6465753424657534,0.43023255813953487
fehelp,1985,1472,0.625,0.7174515235457064,0.5668662674650699
fehome,1985,1495,0.7364548494983277,0.771978021978022,0.7229862475442044
fework,1985,1488,0.864247311827957,0.9111111111111111,0.8543307086614174
gunlaw,1985,1511,0.7313037723362011,0.7533875338753387,0.6942307692307692
homosex,1985,1484,0.2068733153638814,0.33994334277620397,0.14836223506743737
letdie1,1985,1489,0.6554734721289456,0.71900826446281,0.6081081081081081
libath,1985,1493,0.6208975217682519,0.6980609418282548,0.6003861003861004
libcom,1985,1471,0.5941536369816451,0.6807909604519774,0.566147859922179
libhomo,1985,1484,0.5714285714285714,0.6666666666666666,0.5262135922330097
libmil,1985,1496,0.5762032085561497,0.6338797814207651,0.5465116279069767
librac,1985,1488,0.6182795698924731,0.6777777777777778,0.6019417475728155
obeylaw,1985,623,0.5682182985553772,0.632258064516129,0.56
premarsx,1985,1482,0.6322537112010796,0.7833333333333333,0.5214007782101168
racchng,1985,1437,0.5567153792623522,0.6487252124645893,0.48185483870967744
racfew,1985,1518,0.9578392621870883,0.9671232876712329,0.9617590822179732
rachaf,1985,1432,0.8344972067039106,0.8835227272727273,0.7991886409736308
racmar,1985,1486,0.7395693135935397,0.8033240997229917,0.7131782945736435
racmost,1985,1164,0.5824742268041238,0.680921052631579,0.522077922077922
racpush,1985,729,0.4046639231824417,0.5141242937853108,0.3603238866396761
racseg,1985,1487,0.7478143913920645,0.7796143250688705,0.7369439071566731
sexeduc,1985,1488,0.8413978494623656,0.8815426997245179,0.8109161793372319
spkath,1985,1510,0.6562913907284769,0.7084468664850136,0.6673040152963671
spkcom,1985,1488,0.5860215053763441,0.7067039106145251,0.5529865125240848
spkhomo,1985,1478,0.6914749661705006,0.7793296089385475,0.631578947368421
spkmil,1985,1496,0.5581550802139037,0.6294277929155313,0.5222437137330754
spkrac,1985,1493,0.5679839249832552,0.6426592797783933,0.5664739884393064
suicide1,1985,1480,0.4560810810810811,0.5534246575342465,0.4074074074074074
suicide2,1985,1504,0.0797872340425532,0.1322314049586777,0.075
suicide3,1985,1494,0.08099062918340026,0.1401098901098901,0.0682261208576998
suicide4,1985,1495,0.1277591973244147,0.18732782369146006,0.1189083820662768
wirtap,1985,1480,0.7641891891891892,0.7917808219178082,0.7151277013752456
xmarsex,1985,1512,0.11441798941798942,0.1771117166212534,0.08445297504798464
busing,1986,1424,0.3026685393258427,0.404320987654321,0.19117647058823528
cappun,1986,1390,0.2474820143884892,0.3510971786833856,0.17456896551724138
fefam,1986,1444,0.5228531855955678,0.6310975609756098,0.4699792960662526
fehelp,1986,1436,0.6406685236768802,0.7621951219512195,0.5974842767295597
fehome,1986,1424,0.7584269662921348,0.8287461773700305,0.7346072186836518
fework,1986,1442,0.7787794729542302,0.8419452887537994,0.7925311203319502
grass,1986,1437,0.18302018093249825,0.2782874617737003,0.15352697095435686
helpblk,1986,1007,0.25819265143992054,0.3944954128440367,0.1518624641833811
helppoor,1986,773,0.5795601552393272,0.7083333333333334,0.43333333333333335
helpsick,1986,965,0.7336787564766839,0.8292682926829268,0.6233766233766234
hitbeatr,1986,1419,0.1634954193093728,0.16,0.14345991561181434
hitchild,1986,1415,0.5816254416961131,0.5609756097560976,0.5906183368869936
hitdrunk,1986,1433,0.9190509420795534,0.9300911854103343,0.9225941422594143
hitmarch,1986,1447,0.9661368348306841,0.9634146341463414,0.9690721649484536
hitok,1986,1387,0.33525594808940157,0.31210191082802546,0.2924731182795699
hitrobbr,1986,1437,0.13917884481558804,0.14939024390243902,0.10669456066945607
letdie1,1986,1413,0.6829440905874027,0.7339449541284404,0.6388888888888888
pillok,1986,1427,0.5802382620882971,0.729483282674772,0.5042553191489362
polabuse,1986,1446,0.8582295988934993,0.878419452887538,0.8547717842323651
polattak,1986,1450,0.05241379310344828,0.0634441087613293,0.03734439834024896
polescap,1986,1412,0.2535410764872521,0.3105590062111801,0.18181818181818182
polhitok,1986,1412,0.26062322946175637,0.2523076923076923,0.19658119658119658
polmurdr,1986,1446,0.9121715076071922,0.9181818181818182,0.9152892561983471
pornlaw,1986,1455,0.036426116838487975,0.06948640483383686,0.028747433264887063
premarsx,1986,1425,0.6329824561403509,0.8096676737160121,0.5523012552301255
racchng,1986,1380,0.6565217391304348,0.7267080745341615,0.6228448275862069
racfew,1986,1456,0.9519230769230769,0.9545454545454546,0.9467213114754098
rachaf,1986,1359,0.8189845474613686,0.8365384615384616,0.8040089086859689
racmost,1986,1103,0.5657298277425205,0.6115384615384616,0.5515320334261838
racopen,1986,1428,0.5210084033613446,0.5797546012269938,0.4690082644628099
sexeduc,1986,1427,0.8402242466713384,0.8909090909090909,0.8205128205128205
spanking,1986,1460,0.1643835616438356,0.21515151515151515,0.1492842535787321
suicide1,1986,1420,0.5338028169014084,0.6257668711656442,0.5010570824524313
suicide2,1986,1458,0.06721536351165981,0.11144578313253012,0.06172839506172839
suicide3,1986,1448,0.060082872928176795,0.10876132930513595,0.05186721991701245
suicide4,1986,1446,0.15214384508990317,0.22289156626506024,0.12943632567849686
teensex,1986,1445,0.14256055363321798,0.2225609756097561,0.10351966873706005
wirtap,1986,1413,0.7692852087756546,0.8111455108359134,0.7388535031847133
abany,1987,1730,0.392485549132948,0.4766734279918864,0.3516699410609037
abdefect,1987,1744,0.7798165137614679,0.8165322580645161,0.7281553398058253
abhlth,1987,1746,0.8791523482245132,0.9118236472945892,0.857976653696498
abnomore,1987,1742,0.40987370838117104,0.4959183673469388,0.369140625
abpoor,1987,1742,0.44661308840413316,0.5141700404858299,0.41487279843444225
abrape,1987,1729,0.7958357432041643,0.8421052631578947,0.7643564356435644
absingle,1987,1745,0.40114613180515757,0.4868686868686869,0.38372093023255816
cappun,1987,1685,0.3080118694362018,0.4126315789473684,0.22376237623762377
colath,1987,1745,0.47564469914040114,0.5740740740740741,0.44337811900191937
colcom,1987,1697,0.493223335297584,0.6,0.47035573122529645
colhomo,1987,1749,0.5837621497998856,0.6653225806451613,0.546692607003891
colmil,1987,1731,0.4003466204506066,0.4601226993865031,0.374031007751938
colrac,1987,1744,0.43061926605504586,0.47959183673469385,0.4069767441860465
grass,1987,1761,0.17035775127768313,0.26476578411405294,0.1360153256704981
gunlaw,1987,1780,0.7325842696629213,0.7535070140280561,0.6952380952380952
helpblk,1987,1246,0.3868378812199037,0.5407608695652174,0.29708222811671087
helppoor,1987,1005,0.6119402985074627,0.7430555555555556,0.44761904761904764
helpsick,1987,1164,0.7749140893470791,0.8614130434782609,0.6458333333333334
hitbeatr,1987,1713,0.1646234676007005,0.18219461697722567,0.13095238095238096
hitchild,1987,1742,0.5671641791044776,0.5841784989858012,0.5857988165680473
hitdrunk,1987,1765,0.920113314447592,0.937246963562753,0.9384615384615385
hitmarch,1987,1766,0.9648924122310306,0.9759519038076152,0.9675572519083969
hitok,1987,1690,0.3609467455621302,0.35477178423236516,0.35129740518962077
hitrobbr,1987,1762,0.1543700340522134,0.17706237424547283,0.12233009708737864
homosex,1987,1750,0.17714285714285713,0.29568788501026694,0.12162162162162163
libath,1987,1766,0.6602491506228766,0.7479838709677419,0.6595744680851063
libcom,1987,1749,0.6163522012578616,0.6923076923076923,0.6403846153846153
libhomo,1987,1767,0.5817770232031693,0.6686868686868687,0.5864077669902913
libmil,1987,1746,0.584192439862543,0.6484848484848484,0.5838150289017341
librac,1987,1763,0.6324446965399887,0.6746987951807228,0.6346153846153846
polabuse,1987,1766,0.8924122310305775,0.9087301587301587,0.8841698841698842
polattak,1987,1782,0.0712682379349046,0.07414829659318638,0.06285714285714286
polescap,1987,1710,0.22339181286549709,0.2301255230125523,0.1925343811394892
polhitok,1987,1705,0.273900293255132,0.2898550724637681,0.23772102161100198
polmurdr,1987,1758,0.9032992036405005,0.918,0.8949416342412452
pornlaw,1987,1782,0.04377104377104377,0.053784860557768925,0.03435114503816794
racmar,1987,1760,0.7897727272727273,0.845841784989858,0.8011695906432749
racopen,1987,1743,0.6001147446930579,0.693089430894309,0.5901960784313726
racseg,1987,1776,0.793918918918919,0.828,0.7969348659003831
spkath,1987,1800,0.6866666666666666,0.7529880478087649,0.681214421252372
spkcom,1987,1772,0.6015801354401806,0.702,0.5904761904761905
spkhomo,1987,1765,0.691784702549575,0.75,0.6627906976744186
spkmil,1987,1755,0.5658119658119658,0.6093117408906883,0.5678294573643411
spkrac,1987,1773,0.6057529610829103,0.6847389558232931,0.5865384615384616
xmarsex,1987,1784,0.11939461883408072,0.1743486973947896,0.09315589353612168
abany,1988,936,0.3611111111111111,0.5135135135135135,0.25688073394495414
abdefect,1988,944,0.788135593220339,0.8598484848484849,0.7160493827160493
abhlth,1988,942,0.8874734607218684,0.9166666666666666,0.8699690402476781
abnomore,1988,949,0.3993677555321391,0.5366795366795367,0.29518072289156627
abpoor,1988,941,0.4197662061636557,0.573076923076923,0.30275229357798167
abrape,1988,924,0.8106060606060606,0.8517110266159695,0.7531645569620253
absingle,1988,932,0.3937768240343348,0.5440613026819924,0.3028391167192429
busing,1988,941,0.34006376195536664,0.39543726235741444,0.2684563758389262
cappun,1988,1373,0.23889293517844137,0.34417344173441733,0.16631578947368422
colath,1988,944,0.4682203389830508,0.5849056603773585,0.42679127725856697
colcom,1988,920,0.5043478260869565,0.62109375,0.4584615384615385
colhomo,1988,927,0.5954692556634305,0.70703125,0.5514018691588785
colmil,1988,937,0.3863393810032017,0.525096525096525,0.3606060606060606
colrac,1988,940,0.4297872340425532,0.4904214559386973,0.3719512195121951
fefam,1988,964,0.578838174273859,0.6578947368421053,0.5242718446601942
fehelp,1988,966,0.6894409937888198,0.7785977859778598,0.6298701298701299
fehome,1988,950,0.7884210526315789,0.879245283018868,0.7284768211920529
fework,1988,961,0.8043704474505723,0.8141263940520446,0.79
grass,1988,955,0.17905759162303664,0.2946058091286307,0.13544668587896252
gunlaw,1988,947,0.7571277719112989,0.7857142857142857,0.6758409785932722
helpblk,1988,678,0.2551622418879056,0.4228571428571429,0.19421487603305784
helppoor,1988,530,0.5622641509433962,0.6956521739130435,0.43478260869565216
helpsick,1988,627,0.7623604465709729,0.8571428571428571,0.6761904761904762
hitbeatr,1988,947,0.13833157338965152,0.145748987854251,0.11470588235294117
hitchild,1988,952,0.6039915966386554,0.6506024096385542,0.5845697329376854
hitdrunk,1988,970,0.9051546391752577,0.9209486166007905,0.8959537572254336
hitmarch,1988,976,0.9754098360655737,0.9841897233201581,0.9684813753581661
hitok,1988,939,0.34291799787007454,0.36693548387096775,0.3194029850746269
hitrobbr,1988,975,0.14256410256410257,0.176,0.09971509971509972
homosex,1988,937,0.18463180362860193,0.3346153846153846,0.125
hubbywk1,1988,1091,0.6471127406049496,0.7573770491803279,0.5810055865921788
letdie1,1988,935,0.6930481283422459,0.7072243346007605,0.6397306397306397
libath,1988,952,0.6533613445378151,0.7424242424242424,0.6042296072507553
libcom,1988,944,0.6133474576271186,0.71698113207547165,0.5623100303951368
libhomo,1988,939,0.6272630457933972,0.714828897338403,0.5736196319018405
libmil,1988,934,0.5899357601713062,0.6872586872586872,0.552870090634441
librac,1988,945,0.638095238095238,0.696969696969697,0.5830815709969789
marhomo,1988,1111,0.14581458145814583,0.2635135135135135,0.09923664122137404
pillok,1988,942,0.5870488322717622,0.6807692307692308,0.4934210526315789
polabuse,1988,975,0.8789743589743589,0.937007874015748,0.8505747126436781
polattak,1988,980,0.06428571428571428,0.07874015748031496,0.05128205128205128
polescap,1988,946,0.20190274841437633,0.24897959183673468,0.16569767441860464
polhitok,1988,943,0.23753976670201485,0.2540322580645161,0.1804733727810651
polmurdr,1988,971,0.913491246138002,0.9176470588235294,0.8994252873563219
pornlaw,1988,975,0.048205128205128206,0.06692913385826772,0.05352112676056338
premarsx,1988,955,0.6303664921465969,0.7677902621722846,0.5328947368421053
racchng,1988,900,0.62,0.7098039215686275,0.6161971830985915
racfew,1988,973,0.9578622816032888,0.9775280898876404,0.9576547231270358
rachaf,1988,921,0.8393051031487514,0.8837209302325582,0.8235294117647058
racmar,1988,945,0.7746031746031746,0.8830188679245283,0.754601226993865
racmost,1988,750,0.6133333333333333,0.6666666666666666,0.6060606060606061
racopen,1988,950,0.5915789473684211,0.7188755020080321,0.5398230088495575
racseg,1988,950,0.7789473684210526,0.832089552238806,0.7553516819571865
sexeduc,1988,957,0.8704284221525601,0.9135338345864662,0.8256578947368421
spanking,1988,978,0.20449897750511248,0.2537313432835821,0.20447284345047922
spkath,1988,961,0.708636836628512,0.7857142857142857,0.6858006042296072
spkcom,1988,953,0.6169989506820567,0.7078651685393258,0.5909090909090909
spkhomo,1988,938,0.7260127931769723,0.8106060606060606,0.6707692307692308
spkmil,1988,942,0.5764331210191083,0.6884615384615385,0.573170731707317
spkrac,1988,952,0.6260504201680672,0.6891385767790262,0.6055045871559633
suicide1,1988,946,0.5200845665961945,0.6022727272727273,0.45874587458745875
suicide2,1988,966,0.056935817805383024,0.07865168539325842,0.05144694533762058
suicide3,1988,964,0.06846473029045644,0.10112359550561797,0.06774193548387097
suicide4,1988,954,0.12578616352201258,0.15267175572519084,0.11074918566775244
teensex,1988,973,0.14388489208633093,0.208955223880597,0.13738019169329074
twoincs1,1988,940,0.7159574468085106,0.8129770992366412,0.6161616161616161
wirtap,1988,927,0.7842502696871629,0.8358778625954199,0.725752508361204
xmarsex,1988,963,0.07684319833852545,0.11320754716981132,0.057057057057057055
abany,1989,989,0.4034378159757331,0.5535055350553506,0.32764505119453924
abdefect,1989,995,0.8130653266331658,0.8690909090909091,0.7559322033898305
abhlth,1989,1003,0.901296111665005,0.924187725631769,0.8707482993197279
abnomore,1989,991,0.4450050454086781,0.6222222222222222,0.35034013605442177
abpoor,1989,992,0.47681451612903225,0.6557971014492754,0.38305084745762713
abrape,1989,991,0.8324924318869829,0.8791208791208791,0.764505119453925
absingle,1989,985,0.45380710659898477,0.6162361623616236,0.3698630136986301
busing,1989,944,0.2944915254237288,0.4108527131782946,0.22077922077922077
cappun,1989,1447,0.21700069108500344,0.2966751918158568,0.16930022573363432
colath,1989,985,0.5350253807106599,0.6555555555555556,0.5223367697594502
colcom,1989,965,0.5378238341968912,0.6691729323308271,0.5231316725978647
colhomo,1989,982,0.6659877800407332,0.7545787545787546,0.6385964912280702
colmil,1989,977,0.4247697031729785,0.5330882352941176,0.4146341463414634
colrac,1989,992,0.47580645161290325,0.5547445255474452,0.5340136054421769
fefam,1989,977,0.5905834186284544,0.6766917293233082,0.5174603174603175
fehelp,1989,965,0.7202072538860104,0.7811320754716982,0.6807817589576547
fehome,1989,959,0.799791449426486,0.8458646616541353,0.7894736842105263
fework,1989,982,0.7881873727087576,0.8164794007490637,0.759493670886076
grass,1989,998,0.16933867735470942,0.252,0.11764705882352941
gunlaw,1989,1015,0.7911330049261084,0.8442028985507246,0.7138047138047138
helpblk,1989,719,0.26008344923504867,0.4308510638297872,0.2
helppoor,1989,554,0.5848375451263538,0.7592592592592593,0.38011695906432746
helpsick,1989,700,0.7785714285714286,0.8984771573604061,0.6584158415841584
hitbeatr,1989,986,0.14705882352941177,0.18146718146718147,0.12416107382550336
hitchild,1989,993,0.5720040281973817,0.5482625482625483,0.5953177257525084
hitdrunk,1989,1006,0.9214711729622267,0.9049429657794676,0.9368770764119602
hitmarch,1989,1012,0.9733201581027668,0.9576923076923077,0.9705882352941176
hitok,1989,941,0.34643995749202977,0.33201581027667987,0.32280701754385965
hitrobbr,1989,1000,0.128,0.15384615384615385,0.1
homosex,1989,980,0.2173469387755102,0.3609022556390977,0.1296928327645051
letdie1,1989,957,0.6865203761755486,0.7748091603053435,0.6204620462046204
libath,1989,998,0.6943887775551102,0.7709090909090909,0.6870748299319728
libcom,1989,983,0.6439471007121058,0.7158671586715867,0.6484641638225256
libhomo,1989,996,0.6616465863453815,0.7116788321167883,0.6621160409556314
libmil,1989,987,0.6180344478216818,0.6789667896678967,0.6598639455782312
librac,1989,995,0.6723618090452261,0.737037037037037,0.7098976109215017
pillok,1989,976,0.5491803278688525,0.6851851851851852,0.4318181818181818
polabuse,1989,1012,0.8883399209486166,0.8846153846153846,0.8811881188118812
polattak,1989,1018,0.054027504911591355,0.06792452830188679,0.03289473684210526
polescap,1989,987,0.2077001013171226,0.22440944881889763,0.13220338983050847
polhitok,1989,958,0.25052192066805845,0.26587301587301587,0.16723549488054607
polmurdr,1989,1005,0.9194029850746268,0.9239543726235742,0.9259259259259259
pornlaw,1989,1018,0.04911591355599214,0.06439393939393939,0.032467532467532464
premarsx,1989,971,0.6333676622039135,0.7547892720306514,0.5492063492063493
racchng,1989,920,0.6413043478260869,0.7250996015936255,0.6040268456375839
racfew,1989,984,0.9573170731707317,0.9775280898876404,0.9522292993630573
rachaf,1989,920,0.8228260869565217,0.8488372093023255,0.7965517241379311
racmar,1989,1004,0.7868525896414342,0.8218181818181818,0.7898305084745763
racmost,1989,743,0.5787348586810229,0.6103286384976526,0.5695652173913044
racopen,1989,991,0.6165489404641776,0.6731517509727627,0.5681063122923588
racseg,1989,1001,0.7862137862137862,0.8014440433212996,0.7558528428093646
sexeduc,1989,969,0.8740970072239422,0.914179104477612,0.8451612903225807
spanking,1989,994,0.22535211267605634,0.30855018587360594,0.20125786163522014
spkath,1989,1020,0.7254901960784313,0.7971014492753623,0.707641196013289
spkcom,1989,1005,0.6587064676616915,0.7272727272727273,0.6734006734006734
spkhomo,1989,1003,0.7836490528414756,0.8248175182481752,0.757679180887372
spkmil,1989,1012,0.6027667984189723,0.6570397111913358,0.625
spkrac,1989,1007,0.6325719960278053,0.677536231884058,0.6767676767676768
suicide1,1989,957,0.49007314524555906,0.596958174904943,0.434640522875817
suicide2,1989,987,0.07092198581560284,0.10408921933085502,0.05714285714285714
suicide3,1989,983,0.07121057985757884,0.10408921933085502,0.0641025641025641
suicide4,1989,980,0.13673469387755102,0.19924812030075187,0.10967741935483871
teensex,1989,991,0.13218970736629668,0.16728624535315986,0.10031347962382445
wirtap,1989,953,0.7240293809024134,0.7689393939393939,0.6776315789473685
xmarsex,1989,1019,0.08930323846908735,0.11913357400722022,0.0664451827242525
abany,1990,877,0.43443557582668185,0.584070796460177,0.3105590062111801
abdefect,1990,880,0.8125,0.8903508771929824,0.731629392971246
abhlth,1990,887,0.9177001127395716,0.9652173913043478,0.8726708074534162
abnomore,1990,879,0.45051194539249145,0.5877192982456141,0.3395638629283489
abpoor,1990,865,0.48092485549132946,0.6311111111111111,0.36507936507936506
abrape,1990,873,0.847651775486827,0.920704845814978,0.7610062893081762
absingle,1990,872,0.45298165137614677,0.5955555555555555,0.326984126984127
busing,1990,1290,0.3496124031007752,0.4791666666666667,0.2623655913978495
cappun,1990,1282,0.2059282371294852,0.31470588235294117,0.15604395604395604
colath,1990,863,0.5330243337195828,0.6606334841628959,0.4745222929936306
colcom,1990,854,0.5515222482435597,0.6577777777777778,0.5048231511254019
colhomo,1990,871,0.6590126291618829,0.775330396475771,0.6126984126984127
colmil,1990,875,0.4502857142857143,0.537117903930131,0.434375
colrac,1990,862,0.47447795823665895,0.5714285714285714,0.4563106796116505
fefam,1990,901,0.5948945615982242,0.7396694214876033,0.5032894736842105
fehelp,1990,904,0.706858407079646,0.7791666666666667,0.6601941747572816
fehome,1990,890,0.8213483146067416,0.8865546218487395,0.7774086378737541
fework,1990,902,0.8192904656319291,0.8471074380165289,0.819672131147541
grass,1990,867,0.16839677047289503,0.27232142857142855,0.13924050632911392
gunlaw,1990,898,0.8006681514476615,0.8521739130434782,0.7732919254658385
helpblk,1990,871,0.31802525832376577,0.5021645021645021,0.2138364779874214
helppoor,1990,488,0.6188524590163934,0.6946564885496184,0.5027322404371585
helpsick,1990,601,0.8236272878535774,0.9111111111111111,0.7102803738317757
hitbeatr,1990,867,0.13494809688581316,0.12663755458515283,0.11501597444089456
hitchild,1990,864,0.6180555555555556,0.6200873362445415,0.6045016077170418
hitdrunk,1990,865,0.9028901734104047,0.9344978165938864,0.8849840255591054
hitmarch,1990,874,0.9679633867276888,0.9652173913043478,0.9654088050314465
hitok,1990,839,0.3301549463647199,0.33185840707964603,0.3076923076923077
hitrobbr,1990,870,0.12528735632183907,0.15350877192982457,0.11987381703470032
homosex,1990,872,0.18922018348623854,0.37727272727272726,0.10031347962382445
letdie1,1990,878,0.7232346241457859,0.8223140495867769,0.6599326599326599
libath,1990,881,0.6912599318955732,0.7577092511013216,0.6289308176100629
libcom,1990,883,0.6613816534541337,0.73568281938326,0.639751552795031
libhomo,1990,889,0.6591676040494938,0.7631578947368421,0.615625
libmil,1990,879,0.6302616609783845,0.6885964912280702,0.6151419558359621
librac,1990,876,0.6700913242009132,0.7433628318584071,0.6360759493670886
marasian,1990,707,0.18246110325318246,0.2994011976047904,0.14705882352941177
marblk,1990,940,0.16702127659574467,0.27699530516431925,0.10773480662983426
marhisp,1990,707,0.22065063649222066,0.3493975903614458,0.16044776119402984
obeylaw,1990,1110,0.5711711711711712,0.66,0.5634517766497462
pillok,1990,891,0.6026936026936027,0.7219917012448133,0.4798657718120805
polabuse,1990,867,0.8754325259515571,0.8913043478260869,0.8690095846645367
polattak,1990,880,0.056818181818181816,0.06896551724137931,0.040625
polescap,1990,854,0.22365339578454332,0.25112107623318386,0.16558441558441558
polhitok,1990,839,0.26460071513706795,0.29694323144104806,0.20327868852459016
polmurdr,1990,872,0.8841743119266054,0.9039301310043668,0.8544303797468354
pornlaw,1990,886,0.056433408577878104,0.09956709956709957,0.027950310559006212
premarsx,1990,893,0.6282194848824189,0.7842323651452282,0.5131578947368421
racchng,1990,836,0.645933014354067,0.721030042918455,0.5714285714285714
racfew,1990,1356,0.9690265486725663,0.9688385269121813,0.9708333333333333
rachaf,1990,1287,0.8344988344988346,0.8504398826979472,0.82560706401766
racmar,1990,890,0.8078651685393259,0.8602620087336245,0.7774294670846394
racmost,1990,1028,0.5739299610894941,0.6222222222222222,0.5302197802197802
racopen,1990,1306,0.5796324655436447,0.6657060518731989,0.5246252676659529
racseg,1990,887,0.7767756482525366,0.8149779735682819,0.7570093457943925
sexeduc,1990,900,0.8988888888888888,0.930327868852459,0.8547854785478548
spanking,1990,917,0.20719738276990185,0.2682926829268293,0.16451612903225807
spkath,1990,899,0.7374860956618465,0.782608695652174,0.6850152905198776
spkcom,1990,887,0.6640360766629086,0.7379912663755459,0.6635514018691588
spkhomo,1990,880,0.7659090909090909,0.8471615720524017,0.7341772151898734
spkmil,1990,885,0.5887005649717514,0.6419213973799127,0.5849056603773585
spkrac,1990,892,0.6423766816143498,0.6798245614035088,0.6510903426791277
suicide1,1990,873,0.5945017182130584,0.7280334728033473,0.49491525423728816
suicide2,1990,896,0.07700892857142858,0.12916666666666668,0.0457516339869281
suicide3,1990,897,0.08249721293199554,0.1375,0.0457516339869281
suicide4,1990,887,0.14994363021420518,0.21338912133891214,0.09446254071661238
teensex,1990,898,0.13697104677060135,0.17695473251028807,0.11475409836065574
wirtap,1990,871,0.7669345579793341,0.8085106382978723,0.7449664429530202
xmarsex,1990,900,0.08444444444444445,0.168141592920354,0.04559270516717325
abany,1991,951,0.42586750788643535,0.6106870229007634,0.3864406779661017
abdefect,1991,944,0.8347457627118644,0.9163498098859315,0.7687074829931972
abhlth,1991,955,0.9151832460732985,0.9619771863117871,0.9016949152542373
abnomore,1991,950,0.4463157894736842,0.6475095785440613,0.3877551020408163
abpoor,1991,945,0.4846560846560847,0.6564885496183206,0.4329896907216495
abrape,1991,945,0.8645502645502645,0.9431818181818182,0.8082191780821918
absingle,1991,950,0.44842105263157894,0.6398467432950191,0.3993174061433447
busing,1991,961,0.36420395421436,0.4367816091954023,0.3037542662116041
cappun,1991,1414,0.2376237623762376,0.3359580052493438,0.16964285714285715
colath,1991,955,0.5392670157068062,0.6591760299625468,0.5236486486486487
colcom,1991,934,0.569593147751606,0.6640625,0.5659722222222222
colhomo,1991,954,0.6582809224318659,0.8015267175572519,0.5958904109589042
colmil,1991,937,0.45250800426894344,0.5708812260536399,0.42955326460481097
colrac,1991,951,0.4374342797055731,0.4961832061068702,0.4623287671232877
fefam,1991,996,0.5783132530120482,0.6996336996336996,0.4902597402597403
fehelp,1991,1000,0.704,0.8231046931407943,0.6480263157894737
fehome,1991,983,0.8067141403865717,0.8819188191881919,0.761744966442953
fework,1991,997,0.8034102306920762,0.843065693430657,0.7836065573770492
grass,1991,972,0.18724279835390947,0.3188976377952756,0.11146496815286625
gunlaw,1991,976,0.8206967213114754,0.8805970149253731,0.7658862876254181
helpblk,1991,670,0.3238805970149254,0.5119047619047619,0.22707423580786026
helppoor,1991,549,0.6102003642987249,0.8378378378378378,0.42473118279569894
helpsick,1991,722,0.7908587257617729,0.8787878787878788,0.7017543859649122
hitbeatr,1991,973,0.16238437821171633,0.16796875,0.1492063492063492
hitchild,1991,979,0.5822267620020429,0.637065637065637,0.5316455696202531
hitdrunk,1991,980,0.9183673469387755,0.9224806201550387,0.9169329073482428
hitmarch,1991,996,0.9708835341365462,0.9692307692307692,0.971875
hitok,1991,940,0.4106382978723404,0.4126984126984127,0.4174757281553398
hitrobbr,1991,985,0.14111675126903553,0.16412213740458015,0.15457413249211358
homosex,1991,926,0.2041036717062635,0.36947791164658633,0.12371134020618557
hubbywk1,1991,1021,0.6297747306562194,0.7785467128027682,0.5298013245033113
letdie1,1991,974,0.7381930184804928,0.8154981549815498,0.7023411371237458
libath,1991,965,0.7108808290155441,0.7827715355805244,0.7398648648648649
libcom,1991,960,0.6947916666666667,0.7320754716981132,0.7322033898305085
libhomo,1991,960,0.70625,0.8,0.7064846416382252
libmil,1991,966,0.6842650103519669,0.7313432835820896,0.7003367003367004
librac,1991,963,0.6749740394600208,0.7132075471698113,0.714765100671141
pillok,1991,996,0.6224899598393574,0.7509025270758123,0.48172757475083056
