issue,year,n,prop,prop_lib,prop_cons
polabuse,1991,989,0.9120323559150657,0.9227799227799228,0.9059561128526645
polattak,1991,991,0.08476286579212916,0.09765625,0.07142857142857142
polescap,1991,958,0.2755741127348643,0.308,0.26031746031746034
polhitok,1991,966,0.31573498964803315,0.31496062992125984,0.26031746031746034
polmurdr,1991,991,0.9334006054490414,0.9118773946360154,0.9439252336448598
pornlaw,1991,999,0.04004004004004004,0.05426356589147287,0.024844720496894408
premarsx,1991,993,0.6253776435045317,0.7875457875457875,0.5309446254071661
racchng,1991,925,0.6897297297297297,0.7649253731343284,0.6344086021505376
racfew,1991,1006,0.967196819085487,0.9746376811594203,0.9742765273311897
rachaf,1991,959,0.8477580813347236,0.8909774436090225,0.8061224489795918
racmar,1991,954,0.8238993710691824,0.8872180451127819,0.8141891891891891
racmost,1991,785,0.6382165605095541,0.6379310344827587,0.6359649122807017
racopen,1991,957,0.632183908045977,0.76,0.5659163987138264
racseg,1991,966,0.8229813664596274,0.9053030303030303,0.7959866220735786
sexeduc,1991,991,0.8779011099899092,0.9345454545454546,0.8157894736842105
spanking,1991,1007,0.2571996027805363,0.3176895306859206,0.21935483870967742
spkath,1991,979,0.72829417773238,0.8029739776951673,0.7408637873754153
spkcom,1991,970,0.6865979381443299,0.7752808988764045,0.6745762711864407
spkhomo,1991,966,0.7784679089026915,0.8759398496240601,0.7432432432432432
spkmil,1991,967,0.6359875904860393,0.7490636704119851,0.6195286195286195
spkrac,1991,968,0.637396694214876,0.6934865900383141,0.6933333333333334
suicide1,1991,987,0.5866261398176292,0.708029197080292,0.5180327868852459
suicide2,1991,1002,0.0688622754491018,0.12867647058823528,0.05825242718446602
suicide3,1991,1001,0.061938061938061936,0.1213235294117647,0.045454545454545456
suicide4,1991,994,0.12977867203219315,0.21323529411764705,0.10855263157894737
teensex,1991,994,0.1398390342052314,0.24074074074074073,0.09803921568627451
wirtap,1991,964,0.7437759336099585,0.8208955223880597,0.6621621621621622
xmarsex,1991,964,0.0975103734439834,0.16091954022988506,0.06711409395973154
abany,1993,1010,0.4534653465346535,0.6730038022813688,0.3236151603498542
abdefect,1993,1033,0.8131655372700871,0.8970588235294118,0.7105263157894737
abhlth,1993,1028,0.8978599221789884,0.9328358208955224,0.8508771929824561
abnomore,1993,1019,0.47105004906771347,0.6704545454545454,0.3371757925072046
abpoor,1993,1019,0.4985279685966634,0.6954887218045113,0.3670520231213873
abrape,1993,1025,0.8292682926829268,0.8996282527881041,0.750733137829912
absingle,1993,1014,0.4812623274161736,0.6923076923076923,0.3573487031700288
busing,1993,990,0.31313131313131315,0.4163424124513619,0.26744186046511625
cappun,1993,1488,0.2264784946236559,0.3350383631713555,0.17228464419475656
colath,1993,1026,0.5419103313840156,0.7121771217712177,0.4812680115273775
colcom,1993,994,0.6056338028169014,0.7442748091603053,0.5454545454545454
colhomo,1993,1023,0.7165200391006843,0.8278388278388278,0.6434782608695652
colmil,1993,1024,0.498046875,0.6325757575757576,0.43304843304843305
colrac,1993,1028,0.45233463035019456,0.5259259259259259,0.4339080459770115
fefam,1993,1054,0.6375711574952562,0.7313432835820896,0.5631868131868132
fehelp,1993,1045,0.7636363636363637,0.8228782287822878,0.7310924369747899
fehome,1993,1042,0.8522072936660269,0.8764044943820225,0.8273972602739726
fework,1993,1056,0.8039772727272727,0.8222222222222222,0.7978142076502732
grass,1993,1004,0.23306772908366533,0.3893129770992366,0.14824797843665768
gunlaw,1993,1055,0.8246445497630331,0.8974358974358975,0.7905027932960894
helpblk,1993,687,0.26200873362445415,0.36,0.19615384615384615
helppoor,1993,527,0.5180265654648957,0.6356589147286822,0.40930232558139534
helpsick,1993,694,0.7651296829971181,0.8398058252427184,0.6735537190082644
hitbeatr,1993,1018,0.12770137524557956,0.13636363636363635,0.10723860589812333
hitchild,1993,1012,0.591897233201581,0.5851851851851851,0.6082191780821918
hitdrunk,1993,1025,0.9190243902439025,0.948905109489051,0.9027027027027027
hitmarch,1993,1032,0.9777131782945736,0.9743589743589743,0.9811320754716981
hitok,1993,988,0.3582995951417004,0.32209737827715357,0.3684210526315789
hitrobbr,1993,1026,0.13742690058479531,0.14391143911439114,0.13243243243243244
homosex,1993,1012,0.29347826086956524,0.5525291828793775,0.1681159420289855
letdie1,1993,1019,0.6830225711481845,0.7584905660377359,0.5915492957746479
libath,1993,1028,0.7013618677042801,0.8037037037037037,0.6445086705202312
libcom,1993,1023,0.696969696969697,0.8141263940520446,0.6484149855907781
libhomo,1993,1026,0.6949317738791423,0.828996282527881,0.6210826210826211
libmil,1993,1034,0.6972920696324951,0.8066914498141264,0.632768361581921
librac,1993,1030,0.670873786407767,0.7777777777777778,0.6303724928366762
pillok,1993,1037,0.5824493731918997,0.7213740458015268,0.46831955922865015
polabuse,1993,1034,0.9294003868471954,0.9416058394160584,0.912
polattak,1993,1036,0.06467181467181467,0.0625,0.05319148936170213
polescap,1993,1006,0.23757455268389663,0.2537313432835821,0.1994535519125683
polhitok,1993,1004,0.23306772908366533,0.21722846441947566,0.20810810810810812
polmurdr,1993,1025,0.9278048780487805,0.955719557195572,0.9216216216216216
pornlaw,1993,1040,0.032692307692307694,0.04744525547445255,0.0291005291005291
premarsx,1993,1050,0.6295238095238095,0.7962962962962963,0.48484848484848486
racchng,1993,993,0.6978851963746223,0.7698412698412699,0.6905444126074498
racfew,1993,1073,0.9561975768872321,0.9704797047970479,0.9433962264150944
rachaf,1993,998,0.8517034068136272,0.8837209302325582,0.8382352941176471
racmar,1993,1037,0.8283510125361621,0.8897058823529411,0.8023255813953488
racmost,1993,824,0.6225728155339806,0.6977777777777778,0.5888888888888889
racopen,1993,994,0.6841046277665996,0.7660377358490567,0.6239782016348774
racseg,1993,1050,0.8561904761904762,0.9084249084249084,0.8543417366946778
sexeduc,1993,1049,0.8484270734032412,0.9003690036900369,0.790633608815427
spanking,1993,1061,0.2639019792648445,0.36666666666666664,0.25745257452574527
spkath,1993,1054,0.7248576850094877,0.8321167883211679,0.6853932584269663
spkcom,1993,1044,0.7049808429118773,0.8014705882352942,0.6731843575418994
spkhomo,1993,1038,0.8082851637764933,0.8901098901098901,0.7507002801120448
spkmil,1993,1045,0.661244019138756,0.7846715328467153,0.6153846153846154
spkrac,1993,1046,0.6204588910133844,0.7047970479704797,0.6186440677966102
suicide1,1993,1027,0.5949367088607594,0.7110266159695817,0.4986225895316804
suicide2,1993,1060,0.08490566037735849,0.1417910447761194,0.0646900269541779
suicide3,1993,1053,0.07692307692307693,0.12359550561797752,0.06284153005464481
suicide4,1993,1038,0.1608863198458574,0.21428571428571427,0.13535911602209943
teensex,1993,1060,0.1330188679245283,0.208955223880597,0.08401084010840108
wirtap,1993,1013,0.7581441263573544,0.7954545454545454,0.717948717948718
xmarsex,1993,1053,0.08167141500474834,0.09157509157509157,0.06722689075630252
abany,1994,1934,0.4627714581178904,0.6120527306967984,0.34992458521870284
abdefect,1994,1926,0.8229491173416407,0.9213483146067416,0.7121212121212122
abhlth,1994,1934,0.90641158221303,0.9663551401869159,0.8493150684931506
abnomore,1994,1925,0.4831168831168831,0.6346516007532956,0.3665158371040724
abpoor,1994,1925,0.5044155844155844,0.6484962406015038,0.3821752265861027
abrape,1994,1934,0.8355739400206825,0.9163568773234201,0.759090909090909
absingle,1994,1938,0.4762641898864809,0.6280373831775701,0.36253776435045315
affrmact,1994,1378,0.17053701015965167,0.24736842105263157,0.13562753036437247
busing,1994,1859,0.33512641204948895,0.4581673306772908,0.24732824427480915
cappun,1994,2795,0.2075134168157424,0.2936400541271989,0.14925373134328357
colath,1994,1905,0.5427821522309711,0.6452830188679245,0.5227272727272727
colcom,1994,1876,0.5826226012793176,0.674373795761079,0.559322033898305
colhomo,1994,1931,0.7296737441740031,0.8342749529190208,0.6577380952380952
colmil,1994,1920,0.4739583333333333,0.5502846299810247,0.46827794561933533
colrac,1994,1917,0.440792905581638,0.5161904761904762,0.4253393665158371
fefam,1994,1916,0.6497912317327766,0.7635658914728682,0.5727002967359051
fehelp,1994,1900,0.7842105263157895,0.8666666666666667,0.7236255572065379
fehome,1994,1900,0.8589473684210527,0.91015625,0.8288288288288288
fework,1994,1933,0.8116916709777547,0.8359073359073359,0.8008849557522124
grass,1994,1907,0.23964341898269534,0.38228941684665224,0.15971223021582734
gunlaw,1994,1957,0.7925396014307614,0.8515769944341373,0.7299703264094956
helpblk,1994,1356,0.22861356932153393,0.3730886850152905,0.14971209213051823
helppoor,1994,1070,0.48598130841121495,0.6619217081850534,0.30663615560640733
helpsick,1994,1325,0.6966037735849057,0.8209366391184573,0.5213675213675214
hitbeatr,1994,493,0.15821501014198783,0.1322314049586777,0.14285714285714285
hitchild,1994,502,0.5776892430278885,0.6097560975609756,0.6021505376344086
hitdrunk,1994,494,0.9352226720647774,0.983739837398374,0.9021739130434783
hitmarch,1994,505,0.9762376237623762,0.9758064516129032,0.9893048128342246
hitok,1994,488,0.35860655737704916,0.3524590163934426,0.33513513513513515
hitrobbr,1994,507,0.15384615384615385,0.1532258064516129,0.13829787234042554
homosex,1994,1884,0.2945859872611465,0.4780952380952381,0.17972350230414746
hubbywk1,1994,1143,0.7349081364829396,0.8216783216783217,0.6739130434782609
letdie1,1994,1871,0.7129877071084981,0.8185404339250493,0.6263399693721287
libath,1994,1942,0.7126673532440783,0.8085501858736059,0.6746268656716418
libcom,1994,1938,0.6821465428276574,0.7806691449814126,0.6468842729970327
libhomo,1994,1928,0.7085062240663901,0.7906542056074767,0.6491754122938531
libmil,1994,1936,0.6580578512396694,0.725925925925926,0.6388059701492538
librac,1994,1934,0.6789038262668046,0.7323420074349443,0.655688622754491
pillok,1994,1917,0.5748565466875326,0.740234375,0.456973293768546
polabuse,1994,1980,0.9111111111111111,0.9254658385093167,0.8955431754874652
polattak,1994,1983,0.059001512859304085,0.05394190871369295,0.05146036161335188
polescap,1994,1915,0.2193211488250653,0.21982758620689655,0.20977011494252873
polhitok,1994,1937,0.26690758905524004,0.27789473684210525,0.22128851540616246
polmurdr,1994,1965,0.9307888040712469,0.9461697722567288,0.927170868347339
pornlaw,1994,1984,0.029737903225806453,0.041666666666666664,0.02631578947368421
premarsx,1994,1907,0.6392239119035134,0.7879377431906615,0.511177347242921
racchng,1994,454,0.6740088105726872,0.8333333333333334,0.6073619631901841
racfew,1994,1946,0.9635149023638232,0.9555984555984556,0.9637155297532656
rachaf,1994,1846,0.875406283856988,0.9053497942386831,0.8381679389312977
racmar,1994,1946,0.8622816032887975,0.912962962962963,0.8158682634730539
racmost,1994,1565,0.6351437699680511,0.6736596736596736,0.6193181818181818
racopen,1994,1903,0.6573830793483972,0.7457983193277311,0.5918367346938775
racpush,1994,1454,0.5735900962861072,0.6658476658476659,0.524390243902439
racseg,1994,1947,0.8464304057524397,0.8736059479553904,0.827123695976155
sexeduc,1994,1908,0.8757861635220126,0.9420849420849421,0.8066465256797583
spanking,1994,1950,0.26615384615384613,0.3704414587332054,0.20760233918128654
spkath,1994,1971,0.7361745306950787,0.7974217311233885,0.718475073313783
spkcom,1994,1950,0.6825641025641026,0.7966728280961183,0.658284023668639
spkhomo,1994,1941,0.8129829984544049,0.8710280373831776,0.7738095238095238
spkmil,1994,1952,0.6516393442622951,0.7161410018552876,0.6409495548961425
spkrac,1994,1953,0.626216077828981,0.6872659176029963,0.6183431952662722
suicide1,1994,1874,0.6462113127001067,0.7470355731225297,0.573820395738204
suicide2,1994,1939,0.09334708612686952,0.14671814671814673,0.07748538011695906
suicide3,1994,1932,0.09679089026915114,0.141747572815534,0.08052708638360176
suicide4,1994,1907,0.18300996329313057,0.26129666011787817,0.14053254437869822
teensex,1994,1952,0.12961065573770492,0.18042226487523993,0.08733624454148471
twoincs1,1994,978,0.8220858895705522,0.8947368421052632,0.7327327327327328
wirtap,1994,478,0.805439330543933,0.8050847457627118,0.7485029940119761
wrkwayup,1994,1289,0.1768813033359193,0.2849162011173184,0.10967741935483871
xmarsex,1994,1970,0.08934010152284264,0.120817843866171,0.06607929515418502
abany,1996,1821,0.4497528830313015,0.6204545454545455,0.35071090047393366
abdefect,1996,1850,0.8183783783783783,0.8881431767337807,0.729264475743349
abhlth,1996,1850,0.9156756756756756,0.9709821428571429,0.8708661417322835
abnomore,1996,1825,0.4673972602739726,0.634032634032634,0.3751962323390895
abpoor,1996,1830,0.46612021857923497,0.6551724137931034,0.36363636363636365
abrape,1996,1839,0.8428493746601414,0.9123595505617977,0.7632
absingle,1996,1832,0.44868995633187775,0.6210045662100456,0.3542319749216301
affrmact,1996,1821,0.1702361339923119,0.26247288503253796,0.12345679012345678
busing,1996,926,0.3779697624190065,0.47107438016528924,0.2822085889570552
cappun,1996,2680,0.23171641791044775,0.3405238828967643,0.17321997874601489
colath,1996,1829,0.5795516675779114,0.6613636363636364,0.5725552050473186
colcom,1996,1801,0.603553581343698,0.6822429906542056,0.5632
colhomo,1996,1864,0.7725321888412017,0.8584269662921349,0.7237654320987654
colmil,1996,1825,0.5068493150684932,0.5954545454545455,0.494488188976378
colrac,1996,1837,0.47686445291235713,0.543778801843318,0.48442367601246106
fefam,1996,2353,0.615809604759881,0.75809199318569,0.52375
fehelp,1996,2346,0.7894288150042625,0.8769230769230769,0.7437185929648241
fehire,1996,1236,0.6480582524271845,0.7278481012658228,0.54292343387471
fehome,1996,1884,0.8365180467091295,0.8851774530271399,0.8067484662576687
fejobaff,1996,933,0.2647374062165059,0.3346938775510204,0.19881305637982197
fework,1996,1915,0.8328981723237598,0.8556485355648535,0.8338368580060423
grass,1996,1824,0.26973684210526316,0.3952941176470588,0.20689655172413793
gunlaw,1996,1882,0.820403825717322,0.8789237668161435,0.7660550458715596
helpblk,1996,1300,0.24461538461538462,0.4358108108108108,0.13480885311871227
helppoor,1996,980,0.4887755102040816,0.65625,0.31738035264483627
helpsick,1996,1245,0.7397590361445783,0.8708708708708709,0.5801886792452831
homosex,1996,1784,0.34360986547085204,0.5560747663551402,0.21725239616613418
letdie1,1996,1877,0.7080447522642515,0.7848101265822784,0.6404320987654321
libath,1996,1853,0.7053426875337291,0.7963800904977375,0.6739469578783152
libcom,1996,1839,0.6748232735182165,0.765375854214123,0.6545741324921136
libhomo,1996,1861,0.7119828049435787,0.8112359550561797,0.6795665634674922
libmil,1996,1851,0.6666666666666666,0.7607223476297968,0.6292834890965732
librac,1996,1851,0.6634251755807672,0.7454954954954955,0.6450617283950617
marblk,1996,577,0.4038128249566724,0.592,0.35294117647058826
obeylaw,1996,1252,0.5726837060702875,0.6587837837837838,0.5895691609977324
pillok,1996,1899,0.6061084781463928,0.79375,0.4623493975903614
polabuse,1996,1894,0.9271383315733897,0.9596412556053812,0.9097859327217125
polattak,1996,1895,0.0733509234828496,0.08295964125560538,0.07164634146341463
polescap,1996,1819,0.28202308960967565,0.3192488262910798,0.22919937205651492
polhitok,1996,1833,0.2995090016366612,0.29698375870069604,0.2317262830482115
polmurdr,1996,1888,0.951271186440678,0.9640449438202248,0.9450381679389313
pornlaw,1996,1901,0.03787480273540242,0.05555555555555555,0.03939393939393939
premarsx,1996,1896,0.665084388185654,0.8087318087318087,0.5332326283987915
racfew,1996,980,0.9704081632653061,0.9686274509803922,0.9739884393063584
rachaf,1996,933,0.84994640943194,0.9253112033195021,0.8162650602409639
racmar,1996,1881,0.8888888888888888,0.9084821428571429,0.886676875957121
racmost,1996,750,0.688,0.7203791469194313,0.6785714285714286
racopen,1996,932,0.6984978540772532,0.8247863247863247,0.6199376947040498
racpush,1996,1844,0.5970715835140998,0.7149321266968326,0.5660377358490566
racseg,1996,922,0.8817787418655098,0.9177489177489178,0.8421052631578947
sexeduc,1996,1907,0.8736234923964342,0.9397089397089398,0.7954198473282442
spanking,1996,1923,0.2709308372334893,0.3891213389121339,0.2098950524737631
spkath,1996,1892,0.7447145877378436,0.7946428571428571,0.7370820668693009
spkcom,1996,1870,0.6577540106951871,0.7443946188340808,0.6365030674846626
spkhomo,1996,1878,0.8269435569755058,0.8831460674157303,0.8085758039816233
spkmil,1996,1882,0.6424017003188098,0.7286995515695067,0.6274809160305344
spkrac,1996,1878,0.6198083067092651,0.6801801801801802,0.6230769230769231
suicide1,1996,1859,0.6438945669714901,0.7452631578947368,0.5751937984496124
suicide2,1996,1922,0.09625390218522373,0.1540084388185654,0.08845577211394302
suicide3,1996,1922,0.10093652445369407,0.15157894736842106,0.09131736526946108
suicide4,1996,1897,0.17975751186083289,0.2645161290322581,0.16138763197586728
teensex,1996,1934,0.14167528438469493,0.2318840579710145,0.08482142857142858
twoincs1,1996,1138,0.8576449912126538,0.9087837837837838,0.8031914893617021
wrkwayup,1996,1698,0.17373380447585396,0.3073286052009456,0.11056105610561057
xmarsex,1996,1889,0.07040762308099524,0.10089686098654709,0.045871559633027525
abany,1998,1778,0.4094488188976378,0.5942307692307692,0.268760907504363
abdefect,1998,1800,0.7861111111111111,0.8802281368821293,0.6881533101045296
abhlth,1998,1796,0.878619153674833,0.9333333333333333,0.843103448275862
abnomore,1998,1791,0.4232272473478504,0.6053639846743295,0.27845884413309985
abpoor,1998,1783,0.44251261918115536,0.6167315175097277,0.30313588850174217
abrape,1998,1796,0.8012249443207127,0.8939393939393939,0.7291666666666666
absingle,1998,1790,0.4229050279329609,0.6046065259117083,0.2804878048780488
affrmact,1998,1708,0.15163934426229508,0.23949579831932774,0.10189982728842832
cappun,1998,2599,0.2666410157752982,0.375886524822695,0.21160409556313994
colath,1998,1776,0.6019144144144144,0.7192307692307692,0.5679442508710801
colcom,1998,1745,0.6068767908309456,0.689453125,0.584070796460177
colhomo,1998,1802,0.769700332963374,0.8740601503759399,0.7277397260273972
colmil,1998,1786,0.5408734602463606,0.6393762183235867,0.5238095238095238
colrac,1998,1798,0.4866518353726363,0.5458015267175572,0.4735945485519591
fefam,1998,1818,0.6485148514851485,0.765748031496063,0.5484949832775919
fehelp,1998,1805,0.8077562326869806,0.8644400785854617,0.752542372881356
fehome,1998,1814,0.8456449834619625,0.884990253411306,0.8175675675675675
fework,1998,1837,0.8219923788786064,0.8518518518518519,0.7973421926910299
grass,1998,1788,0.2936241610738255,0.45695364238410596,0.19001610305958133
gunlaw,1998,1837,0.8356015242242787,0.8731343283582089,0.7885906040268457
helpblk,1998,1243,0.25583266291230894,0.423841059602649,0.14977973568281938
helppoor,1998,1025,0.46731707317073173,0.6490566037735849,0.29365079365079366
helpsick,1998,1239,0.7231638418079096,0.8492753623188406,0.5807228915662651
homosex,1998,1753,0.3628066172276098,0.5905511811023622,0.22030981067125646
hubbywk1,1998,999,0.7257257257257257,0.8365384615384616,0.6616314199395771
letdie1,1998,1758,0.7161547212741752,0.8012170385395537,0.6279863481228669
libath,1998,1807,0.7166574432761483,0.8068181818181818,0.6831345826235093
libcom,1998,1785,0.6985994397759103,0.7754318618042226,0.6723842195540308
libhomo,1998,1795,0.7331476323119778,0.8342857142857143,0.684931506849315
libmil,1998,1789,0.7003912800447177,0.7945736434108527,0.6694630872483222
librac,1998,1802,0.6570477247502775,0.7110266159695817,0.6377551020408163
marblk,1998,1107,0.4056007226738934,0.5578947368421052,0.2927461139896373
pillok,1998,1801,0.5774569683509162,0.7270916334661355,0.453781512605042
polabuse,1998,1875,0.9333333333333333,0.9309623430962343,0.9264475743348983
polattak,1998,1863,0.08051529790660225,0.11087420042643924,0.06436420722135008
polescap,1998,1810,0.2861878453038674,0.33480176211453744,0.24193548387096775
polhitok,1998,1820,0.3153846153846154,0.3634408602150538,0.2512
polmurdr,1998,1873,0.9428723972237053,0.9602510460251046,0.9405320813771518
pornlaw,1998,1887,0.03868574456809751,0.04612159329140461,0.031201248049921998
premarsx,1998,1804,0.6441241685144125,0.7713717693836978,0.5141430948419301
racmar,1998,1829,0.8884636413340623,0.9342105263157895,0.8720136518771331
racpush,1998,1768,0.5859728506787331,0.6844106463878327,0.5228070175438596
sexeduc,1998,1821,0.8704008786381109,0.9449901768172888,0.7946577629382304
spanking,1998,1835,0.2555858310626703,0.3530571992110454,0.21026490066225165
spkath,1998,1850,0.7529729729729729,0.8264925373134329,0.7604690117252931
spkcom,1998,1826,0.6840087623220154,0.7651515151515151,0.6694630872483222
spkhomo,1998,1825,0.8323287671232876,0.9113207547169812,0.7949152542372881
spkmil,1998,1836,0.6791938997821351,0.7670454545454546,0.6622296173044925
spkrac,1998,1838,0.6381936887921654,0.7137476459510358,0.6296296296296297
suicide1,1998,1776,0.6373873873873874,0.7604790419161677,0.55
suicide2,1998,1833,0.09819967266775777,0.16895874263261296,0.08210180623973727
suicide3,1998,1825,0.09863013698630137,0.16403162055335968,0.0891089108910891
suicide4,1998,1794,0.1677814938684504,0.25201612903225806,0.135678391959799
teensex,1998,1838,0.12023939064200218,0.1807465618860511,0.07213114754098361
wrkwayup,1998,1595,0.17053291536050158,0.31447963800904977,0.09208103130755065
xmarsex,1998,1848,0.0817099567099567,0.12218045112781954,0.0451505016722408
abany,2000,1768,0.3987556561085973,0.5525727069351231,0.27486437613019893
abdefect,2000,1774,0.7874859075535513,0.8606194690265486,0.6811594202898551
abhlth,2000,1785,0.8851540616246498,0.9323144104803494,0.838475499092559
abnomore,2000,1770,0.4067796610169492,0.5698447893569845,0.296229802513465
abpoor,2000,1773,0.4224478285391991,0.5959821428571429,0.29590017825311943
abrape,2000,1749,0.805603201829617,0.8883928571428571,0.7050092764378478
absingle,2000,1767,0.39105829088851163,0.5508849557522124,0.27486437613019893
affrmact,2000,1744,0.18979357798165136,0.2692307692307692,0.1453900709219858
cappun,2000,2565,0.312280701754386,0.40275650842266464,0.2597560975609756
colath,2000,1766,0.5894677236693092,0.68,0.5724508050089445
colcom,2000,1726,0.6066048667439166,0.662870159453303,0.5981651376146789
colhomo,2000,1779,0.7931422147273749,0.875,0.7289048473967684
colmil,2000,1769,0.5031091011871114,0.5717488789237668,0.4782608695652174
colrac,2000,1780,0.48089887640449436,0.5168539325842697,0.524822695035461
fefam,2000,1804,0.5925720620842572,0.7101769911504425,0.5026269702276708
fehire,2000,716,0.729050279329609,0.7912087912087912,0.6266094420600858
fejobaff,2000,841,0.3281807372175981,0.36574074074074076,0.2527881040892193
grass,2000,1780,0.33539325842696627,0.49318181818181817,0.24612736660929432
gunlaw,2000,1811,0.8166758696852567,0.8665207877461707,0.7447183098591549
helpblk,2000,1202,0.29034941763727123,0.46229508196721314,0.17687074829931973
helppoor,2000,1036,0.4826254826254826,0.6614785992217899,0.30809399477806787
helpsick,2000,1244,0.7564308681672026,0.8967551622418879,0.5628140703517588
homosex,2000,1697,0.36770771950500886,0.5886524822695035,0.23204419889502761
letdie1,2000,1770,0.6807909604519774,0.7863436123348018,0.5605786618444847
libath,2000,1788,0.7058165548098434,0.7400881057268722,0.6889692585895117
libcom,2000,1792,0.6824776785714286,0.7494505494505495,0.6465364120781527
libhomo,2000,1795,0.7348189415041783,0.8205689277899344,0.6898395721925134
libmil,2000,1790,0.6631284916201118,0.7180616740088106,0.6285714285714286
librac,2000,1788,0.6538031319910514,0.7149122807017544,0.6471631205673759
marasian,2000,712,0.6151685393258427,0.726775956284153,0.5495867768595041
marblk,2000,1400,0.49357142857142855,0.6676923076923077,0.4067796610169492
marhisp,2000,740,0.6364864864864865,0.7433155080213903,0.5789473684210527
marwht,2000,895,0.9519553072625698,0.9504504504504504,0.9666666666666667
pillok,2000,1826,0.5941949616648412,0.7158119658119658,0.4938704028021016
polabuse,2000,1853,0.937938478143551,0.9502164502164502,0.9217970049916805
polattak,2000,1853,0.08580679978413383,0.10412147505422993,0.06260296540362438
polescap,2000,1794,0.29821627647714605,0.32954545454545453,0.23089983022071306
polhitok,2000,1814,0.33792723263506064,0.32962138084632514,0.27104377104377103
polmurdr,2000,1855,0.9417789757412399,0.9566160520607375,0.9353233830845771
pornlaw,2000,1865,0.03163538873994638,0.05240174672489083,0.026402640264026403
premarsx,2000,1792,0.6322544642857143,0.7648351648351648,0.5008849557522124
racmar,2000,1697,0.8986446670595168,0.9373549883990719,0.8676748582230623
racpush,2000,1633,0.5884874464176363,0.6746411483253588,0.560546875
sexeduc,2000,1824,0.8728070175438597,0.9285714285714286,0.7985989492119089
spanking,2000,1840,0.2565217391304348,0.3311827956989247,0.21328671328671328
spkath,2000,1831,0.7542326597487712,0.8300653594771242,0.7447916666666666
spkcom,2000,1801,0.6751804553026096,0.7782608695652173,0.6696428571428571
spkhomo,2000,1799,0.830461367426348,0.8995633187772926,0.7968197879858657
spkmil,2000,1815,0.6457300275482094,0.7239130434782609,0.6291739894551845
spkrac,2000,1828,0.6132385120350109,0.6928104575163399,0.6428571428571429
suicide1,2000,1770,0.5790960451977402,0.7146017699115044,0.4746376811594203
suicide2,2000,1842,0.08849077090119435,0.1406926406926407,0.06597222222222222
suicide3,2000,1834,0.08342420937840785,0.1394335511982571,0.06620209059233449
suicide4,2000,1801,0.17046085508051081,0.252212389380531,0.12455516014234876
teensex,2000,1845,0.12357723577235773,0.20950323974082075,0.0690846286701209
wrkwayup,2000,1621,0.18445404071560764,0.3112244897959184,0.1316793893129771
xmarsex,2000,1823,0.09709270433351619,0.1615720524017467,0.04712041884816754
abany,2002,900,0.43,0.5900900900900901,0.2871287128712871
abdefect,2002,896,0.7845982142857143,0.8423423423423423,0.6755852842809364
abhlth,2002,901,0.9156492785793563,0.9330357142857143,0.8929765886287625
abnomore,2002,893,0.4479283314669653,0.6071428571428571,0.30666666666666664
abpoor,2002,892,0.4439461883408072,0.6216216216216216,0.30666666666666664
abrape,2002,905,0.7966850828729282,0.9017857142857143,0.7052980132450332
absingle,2002,895,0.4201117318435754,0.5630630630630631,0.30564784053156147
affrmact,2002,883,0.16081540203850508,0.1853448275862069,0.12861736334405144
cappun,2002,1308,0.31269113149847094,0.41317365269461076,0.255079006772009
colath,2002,906,0.6136865342163356,0.7288888888888889,0.5364238410596026
colcom,2002,887,0.6189402480270575,0.7022222222222222,0.5748299319727891
colhomo,2002,900,0.8022222222222222,0.8859649122807017,0.7290969899665551
colmil,2002,901,0.5660377358490566,0.6428571428571429,0.5033333333333333
colrac,2002,909,0.5291529152915292,0.5688888888888889,0.5181518151815182
fefam,2002,898,0.6124721603563474,0.7350427350427351,0.5224358974358975
fehire,2002,426,0.7488262910798122,0.7894736842105263,0.6778523489932886
fejobaff,2002,425,0.3035294117647059,0.2803738317757009,0.27586206896551724
grass,2002,851,0.3595769682726204,0.5504587155963303,0.2746478873239437
gunlaw,2002,916,0.8045851528384279,0.8810572687224669,0.738562091503268
helpblk,2002,608,0.24342105263157895,0.38848920863309355,0.14666666666666667
helppoor,2002,468,0.532051282051282,0.6771653543307087,0.3253012048192771
helpsick,2002,590,0.7830508474576271,0.9245283018867925,0.6388888888888888
homosex,2002,884,0.40158371040723984,0.589041095890411,0.27181208053691275
hubbywk1,2002,881,0.6901248581157775,NA,NA
letdie1,2002,887,0.6753100338218715,0.8111587982832618,0.5533980582524272
libath,2002,898,0.7483296213808464,0.8177777777777778,0.6959459459459459
libcom,2002,899,0.7074527252502781,0.7522123893805309,0.7027027027027027
libhomo,2002,900,0.7711111111111111,0.831858407079646,0.7348993288590604
libmil,2002,898,0.7149220489977728,0.7709251101321586,0.6722972972972973
librac,2002,896,0.671875,0.7443946188340808,0.6387959866220736
marblk,2002,546,0.5274725274725275,0.6666666666666666,0.42592592592592593
marwht,2002,626,0.9376996805111821,0.9530201342281879,0.9297520661157025
pillok,2002,888,0.5765765765765766,0.7264957264957265,0.43450479233226835
polabuse,2002,892,0.9338565022421524,0.9515418502202643,0.9065743944636678
polattak,2002,895,0.09497206703910614,0.14473684210526316,0.06779661016949153
polescap,2002,835,0.2682634730538922,0.29577464788732394,0.1951219512195122
polhitok,2002,849,0.2944640753828033,0.3119266055045872,0.22456140350877193
polmurdr,2002,887,0.9086809470124013,0.9241071428571429,0.8877551020408163
